,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
3327,Ford,Ford Ecosport 1.5,9,65000,Diesel,First,22.0,1498.0,89.84,509999.99999999994
3328,Mercedes-Benz,Mercedes-Benz M-Class ML,13,66000,Diesel,Second,8.0,2987.0,224.34,1075000.0
3329,Hyundai,Hyundai Grand i10,6,75700,Diesel,First,24.0,1120.0,70.0,570000.0
3330,Volkswagen,Volkswagen Vento Diesel,9,43000,Diesel,First,20.0,1598.0,105.0,595000.0
3331,Chevrolet,Chevrolet Beat Diesel,10,42706,Diesel,First,25.4,936.0,56.3,240000.0
3332,Mahindra,Mahindra Quanto C6,9,35000,Diesel,First,17.2,1493.0,100.0,349000.0
3333,Hyundai,Hyundai i10 Asta,11,54348,Petrol,First,19.0,1197.0,80.0,400000.0
3334,Toyota,Toyota Etios Liva,9,84000,Diesel,First,23.5,1364.0,67.04,385000.0
3335,Toyota,Toyota Corolla Altis,12,63298,Petrol,First,14.5,1794.0,138.1,395000.0
3336,Hyundai,Hyundai i10 Magna,9,75049,Petrol,Second,20.3,1197.0,78.9,300000.0
3337,Ford,Ford Figo Aspire,4,24237,Petrol,First,18.1,1196.0,86.8,670000.0
3338,Maruti,Maruti Ritz ZXi,6,22767,Petrol,First,18.0,1197.0,85.8,614000.0
3339,Hyundai,Hyundai i20 Sportz,10,58000,Petrol,Second,15.0,1396.0,98.6,440000.00000000006
3340,Maruti,Maruti Swift Dzire,5,57000,Diesel,First,26.5,1248.0,74.0,425000.0
3341,BMW,BMW 7 Series,12,50161,Petrol,First,8.7,4395.0,402.0,2593000.0
3342,Maruti,Maruti S Cross,6,45000,Diesel,First,22.0,1598.0,118.0,700000.0
3343,Toyota,Toyota Fortuner 4x4,5,68319,Diesel,First,12.5,2982.0,168.5,2512000.0
3344,Hyundai,Hyundai EON 1.0,5,30711,Petrol,First,20.0,998.0,68.05,445000.0
3345,Hyundai,Hyundai i20 1.4,11,38277,Diesel,First,21.0,1396.0,90.0,240000.0
3346,Volkswagen,Volkswagen Vento Diesel,10,115000,Diesel,Second,20.5,1598.0,103.6,433000.0
3347,Maruti,Maruti Swift Dzire,5,46849,Petrol,First,18.0,1197.0,83.14,693000.0
3348,Hyundai,Hyundai i20 Magna,8,64000,Diesel,First,21.0,1396.0,90.0,425000.0
3349,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,12,130923,Diesel,First,14.2,2143.0,203.0,1250000.0
3350,Hyundai,Hyundai Grand i10,7,15000,Petrol,First,18.0,1197.0,82.0,490000.00000000006
3351,Hyundai,Hyundai i20 1.4,8,32720,Diesel,First,23.0,1396.0,90.0,450000.0
3352,Renault,Renault KWID RXT,6,12500,Petrol,First,25.1,799.0,53.3,300000.0
3353,Hyundai,Hyundai Xcent 1.2,7,59800,Petrol,First,16.0,1197.0,82.0,580000.0
3354,Volkswagen,Volkswagen Vento Petrol,11,54211,Petrol,First,15.0,1598.0,103.6,333000.0
3355,Chevrolet,Chevrolet Cruze LTZ,7,62242,Diesel,First,14.3,1998.0,163.7,662000.0
3356,Nissan,Nissan Terrano XL,7,54000,Diesel,Second,19.0,1461.0,108.5,575000.0
3357,Hyundai,Hyundai Verna 1.6,10,65000,Diesel,First,22.3,1582.0,126.32,620000.0
3358,Maruti,Maruti Celerio VXI,7,55000,Petrol,First,23.0,998.0,67.04,350000.0
3359,Maruti,Maruti Wagon R,12,71000,Petrol,First,18.0,998.0,67.1,200000.0
3360,Hyundai,Hyundai i20 Magna,10,70000,Diesel,First,21.0,1396.0,88.8,400000.0
3361,Audi,Audi A4 1.8,11,53000,Petrol,First,12.0,1781.0,163.2,950000.0
3362,BMW,BMW X1 sDrive20d,9,43000,Diesel,First,17.0,1995.0,184.0,1750000.0
3363,Skoda,Skoda Rapid 1.6,7,54000,Petrol,First,14.0,1598.0,103.52,611000.0
3364,Hyundai,Hyundai i10 Magna,8,51000,Petrol,First,20.3,1197.0,78.9,375000.0
3365,Mitsubishi,Mitsubishi Pajero 2.8,15,78000,Diesel,Second,10.0,2835.0,107.2,620000.0
3366,Honda,Honda City i,8,25000,Diesel,First,26.0,1498.0,98.6,615000.0
3367,Maruti,Maruti Alto K10,10,12600,Petrol,First,20.9,998.0,67.1,240000.0
3368,Maruti,Maruti Swift Ldi,13,80000,Diesel,Fourth & Above,17.0,1248.0,75.0,215000.0
3369,Hyundai,Hyundai Grand i10,6,21000,Petrol,First,18.0,1197.0,82.0,375000.0
3370,Ford,Ford Figo Petrol,11,32000,Petrol,Second,15.0,1196.0,70.0,215000.0
3371,Hyundai,Hyundai Grand i10,7,50000,Petrol,First,18.0,1197.0,81.86,475000.0
3372,Maruti,Maruti SX4 Vxi,12,47500,Petrol,First,15.0,1586.0,103.3,245000.00000000003
3373,Honda,Honda City i-VTEC,5,7500,Petrol,First,17.0,1497.0,117.3,1115000.0
3374,Renault,Renault Duster 110PS,6,68163,Diesel,First,19.0,1461.0,108.45,890000.0
3375,Honda,Honda Amaze S,8,61000,Diesel,First,25.0,1498.0,98.6,434999.99999999994
3376,Toyota,Toyota Innova 2.5,7,100000,Diesel,Second,12.9,2494.0,100.6,1200000.0
3377,BMW,BMW 3 Series,13,61500,Diesel,Second,16.0,1995.0,181.0,850000.0
3378,Hyundai,Hyundai i10 Magna,5,42883,Petrol,First,19.8,1086.0,68.05,426999.99999999994
3379,Renault,Renault Duster 85PS,10,97000,Diesel,Second,20.4,1461.0,83.8,425000.0
3380,Mitsubishi,Mitsubishi Outlander 2.4,12,39525,Petrol,First,11.0,2360.0,170.0,925000.0
3381,Maruti,Maruti Vitara Brezza,5,35384,Diesel,First,24.0,1248.0,88.5,861000.0
3382,Mercedes-Benz,Mercedes-Benz R-Class R350,12,46000,Diesel,First,11.0,2987.0,261.0,2800000.0
3383,Ford,Ford EcoSport 1.5,4,32189,Diesel,First,23.0,1498.0,98.96,925000.0
3384,Hyundai,Hyundai Verna 1.6,6,27000,Diesel,First,19.0,1582.0,126.2,860000.0
3385,Volkswagen,Volkswagen Polo 1.2,4,22734,Petrol,First,16.4,1198.0,74.0,753000.0
3386,Renault,Renault Duster 110PS,8,58002,Diesel,First,19.6,1461.0,108.45,575000.0
3387,Honda,Honda Brio S,10,31500,Petrol,First,16.0,1198.0,86.8,415000.00000000006
3388,Ford,Ford Figo 2015-2019,5,30933,Petrol,First,18.1,1196.0,86.8,584000.0
3389,Audi,Audi A6 2.0,10,27090,Diesel,First,18.5,1968.0,187.74,1650000.0
3390,BMW,BMW X5 2014-2019,7,29500,Diesel,First,15.9,2993.0,258.0,4300000.0
3391,Hyundai,Hyundai i10 Sportz,9,45000,Petrol,First,20.3,1197.0,78.9,355000.0
3392,Hyundai,Hyundai i20 1.2,4,11691,Petrol,First,18.0,1197.0,81.83,890000.0
3393,Skoda,Skoda Octavia L,16,121000,Diesel,Second,16.0,1896.0,90.0,250000.0
3394,Hyundai,Hyundai Verna Transform,12,118077,Diesel,First,16.0,1493.0,110.0,385000.0
3395,Hyundai,Hyundai Verna 1.6,10,36300,Petrol,Third,17.0,1591.0,121.4,750000.0
3396,Hyundai,Hyundai Getz GVS,17,90000,Petrol,Second,15.0,1341.0,61.0,180000.0
3397,Ford,Ford Figo Diesel,12,78000,Diesel,First,20.0,1399.0,68.0,225000.0
3398,Audi,Audi A6 2011-2015,7,42000,Diesel,First,17.6,1968.0,174.33,2425000.0
3399,Volkswagen,Volkswagen Polo 1.2,7,27000,Petrol,First,16.4,1198.0,74.0,434999.99999999994
3400,BMW,BMW X1 sDrive20d,10,22000,Diesel,First,17.0,1995.0,184.0,1150000.0
3401,Honda,Honda City i,8,49000,Petrol,First,17.0,1497.0,117.3,475000.0
3402,Hyundai,Hyundai i20 Sportz,10,42600,Diesel,First,23.0,1396.0,90.0,499000.0
3403,Honda,Honda Jazz 1.2,4,12794,Petrol,First,19.0,1199.0,88.7,915000.0
3404,Maruti,Maruti Swift 1.3,16,125000,Petrol,Fourth & Above,16.0,1621.5059354622972,113.2722029281571,235000.0
3405,Honda,Honda CR-V 2.4,8,88046,Petrol,First,10.0,2354.0,152.0,1399000.0
3406,Mercedes-Benz,Mercedes-Benz A Class,8,8000,Diesel,Second,20.0,2143.0,107.3,1975000.0
3407,Mahindra,Mahindra XUV500 AT,4,82739,Diesel,First,16.0,2179.0,140.0,1677000.0
3408,Mahindra,Mahindra Bolero SLX,16,193000,Diesel,Third,13.0,2523.0,63.0,250000.0
3409,Renault,Renault Scala RxL,9,7000,Petrol,First,17.9,1498.0,99.6,365000.0
3410,Land,Land Rover Freelander,10,60000,Diesel,Second,12.3,2179.0,187.74,2350000.0
3411,Maruti,Maruti Alto 800,5,38000,Petrol,First,22.7,796.0,47.3,311000.0
3412,Toyota,Toyota Etios G,9,56344,Petrol,First,17.0,1496.0,88.73,457000.0
3413,Hyundai,Hyundai i20 Sportz,8,17858,Petrol,First,17.0,1197.0,80.0,532000.0
3414,Hyundai,Hyundai i10 Sportz,10,53000,Petrol,First,20.3,1197.0,78.9,320000.0
3415,Maruti,Maruti Swift VDI,6,67906,Diesel,First,25.0,1248.0,74.0,563000.0
3416,Hyundai,Hyundai EON Magna,7,19000,Petrol,First,21.0,814.0,55.2,300000.0
3417,BMW,BMW 3 Series,12,67000,Diesel,Second,22.6,1995.0,190.0,925000.0
3418,Tata,Tata Indigo XL,11,80000,Diesel,First,23.5,1396.0,70.0,120000.0
3419,Maruti,Maruti Alto 800,7,61000,Petrol,First,22.7,796.0,47.3,215000.0
3420,Volkswagen,Volkswagen Polo Diesel,12,39000,Diesel,First,22.0,1199.0,73.9,305000.0
3421,Toyota,Toyota Corolla Altis,8,59000,Petrol,First,14.2,1798.0,138.03,1150000.0
3422,Hyundai,Hyundai Santro Xing,14,80931,Petrol,First,17.9,1086.0,62.1,229999.99999999997
3423,Maruti,Maruti Swift ZXI,6,34000,Petrol,First,20.0,1197.0,81.8,495000.0
3424,Renault,Renault Scala Diesel,9,130000,Diesel,First,21.6,1461.0,84.8,475000.0
3425,Maruti,Maruti Vitara Brezza,4,52380,Diesel,First,24.0,1248.0,88.5,1015000.0
3426,Nissan,Nissan Micra XV,11,44000,Petrol,First,18.0,1198.0,75.0,265000.0
3427,Ford,Ford Figo Diesel,7,84000,Diesel,First,20.0,1399.0,68.05,380000.0
3428,Honda,Honda CR-V 2.0,5,41697,Petrol,First,13.0,1997.0,141.1,1668000.0
3429,Nissan,Nissan Terrano XV,8,163000,Diesel,First,19.0,1461.0,108.5,500000.0
3430,Toyota,Toyota Etios Liva,11,42000,Petrol,Second,17.7,1197.0,78.9,375000.0
3431,Hyundai,Hyundai i20 Asta,9,129000,Diesel,Third,21.2,1396.0,88.76,411000.00000000006
3432,Ford,Ford Figo Aspire,7,32200,Petrol,Second,18.1,1196.0,86.8,425000.0
3433,Mitsubishi,Mitsubishi Pajero 2.8,18,129000,Diesel,First,10.0,2835.0,107.2,345000.0
3434,Audi,Audi A4 2.0,8,40000,Diesel,First,17.1,1968.0,174.33,2250000.0
3435,Toyota,Toyota Innova 2.0,16,150000,Petrol,First,12.0,1998.0,132.0,450000.0
3436,Chevrolet,Chevrolet Aveo U-VA,15,140000,Petrol,First,15.2,1150.0,74.9,90000.0
3437,Hyundai,Hyundai Getz GLS,16,63181,Petrol,First,15.0,1341.0,83.0,185000.0
3438,Honda,Honda Amaze S,9,39575,Diesel,First,25.0,1498.0,98.6,325000.0
3439,Maruti,Maruti Swift VDI,12,63600,Diesel,Second,17.0,1248.0,113.2722029281571,310000.0
3440,Ford,Ford Ecosport 1.5,8,70374,Diesel,First,22.0,1498.0,89.84,734000.0
3441,Volkswagen,Volkswagen CrossPolo 1.5,7,26256,Diesel,First,20.1,1498.0,88.5,425000.0
3442,Hyundai,Hyundai Elite i20,6,13460,Petrol,First,18.0,1197.0,81.86,645000.0
3443,Toyota,Toyota Innova 2.5,11,122000,Diesel,Second,12.0,2494.0,102.0,1075000.0
3444,Mercedes-Benz,Mercedes-Benz M-Class ML,7,58589,Diesel,First,15.2,2143.0,203.2,2775000.0
3445,Maruti,Maruti Wagon R,17,115000,Petrol,Second,17.0,1061.0,64.0,99000.0
3446,Ford,Ford Endeavour 2.2,6,75000,Diesel,First,12.6,2198.0,158.0,2400000.0
3447,Hyundai,Hyundai Elite i20,6,30292,Petrol,First,18.0,1197.0,81.86,610000.0
3448,Honda,Honda WRV i-VTEC,5,32248,Petrol,First,17.0,1199.0,88.7,825000.0
3449,Volkswagen,Volkswagen Polo Petrol,9,74000,Petrol,First,16.4,1198.0,73.9,465000.00000000006
3450,Honda,Honda CR-V 2.0L,8,56100,Petrol,First,13.0,1997.0,153.86,975000.0
3451,Hyundai,Hyundai Grand i10,8,61325,Petrol,First,18.0,1197.0,81.86,440000.00000000006
3452,Maruti,Maruti Swift Dzire,8,33000,Petrol,First,19.0,1197.0,85.8,399000.0
3453,BMW,BMW 5 Series,6,18090,Diesel,First,16.0,2993.0,258.0,4573000.0
3454,Ford,Ford Ecosport 1.5,8,71390,Diesel,First,22.0,1498.0,89.84,527000.0
3455,Maruti,Maruti Wagon R,8,41000,CNG,First,36.68,998.0,58.2,350000.0
3456,Honda,Honda City i,6,67000,Diesel,First,26.0,1498.0,98.6,725000.0
3457,Tata,Tata Indigo LS,14,99000,Diesel,Second,17.0,1405.0,70.0,160000.0
3458,Renault,Renault Duster 110PS,8,142000,Diesel,Second,19.0,1461.0,108.45,600000.0
3459,Hyundai,Hyundai i10 Sportz,12,26966,Petrol,First,20.3,1197.0,78.9,300000.0
3460,Honda,Honda Jazz 1.2,7,27628,Petrol,First,18.0,1199.0,88.7,495000.0
3461,Maruti,Maruti SX4 S,6,82497,Diesel,First,23.6,1248.0,88.5,899000.0
3462,Honda,Honda Accord VTi-L,15,86000,Petrol,Third,11.0,2354.0,144.0,185000.0
3463,Volkswagen,Volkswagen Polo Petrol,6,26981,Petrol,First,16.4,1198.0,73.9,616000.0
3464,Maruti,Maruti Ritz VDi,12,110471,Diesel,First,21.0,1248.0,73.9,350000.0
3465,Honda,Honda Amaze S,8,69000,Petrol,First,19.0,1199.0,88.76,450000.0
3466,Hyundai,Hyundai i20 1.2,5,12000,Petrol,First,18.0,1197.0,81.83,775000.0
3467,Renault,Renault Duster 85PS,8,77500,Diesel,First,20.4,1461.0,83.8,660000.0
3468,Hyundai,Hyundai Grand i10,8,48031,Petrol,First,18.0,1197.0,82.0,498000.00000000006
3469,BMW,BMW 3 Series,14,170000,Diesel,Third,16.0,1995.0,181.0,975000.0
3470,Ford,Ford Ecosport 1.5,8,69565,Diesel,First,22.0,1498.0,89.84,555000.0
3471,Volkswagen,Volkswagen Vento 1.5,6,45492,Diesel,First,21.0,1498.0,108.5,1030000.0000000001
3472,Honda,Honda Accord 2.4,11,85000,Petrol,Second,11.0,2354.0,177.6,750000.0
3473,Chevrolet,Chevrolet Aveo 1.4,14,55902,Petrol,First,14.4,1399.0,92.7,180000.0
3474,Volkswagen,Volkswagen Polo 1.2,5,18500,Petrol,First,16.0,1199.0,74.0,625000.0
3475,Mahindra,Mahindra Xylo D4,7,129750,Diesel,Second,14.9,2489.0,93.7,680000.0
3476,Hyundai,Hyundai i10 Magna,13,50902,Petrol,First,19.0,1197.0,80.0,300000.0
3477,Mahindra,Mahindra XUV500 W8,7,84725,Diesel,First,15.0,2179.0,140.0,1160000.0
3478,Hyundai,Hyundai Elantra CRDi,9,40000,Diesel,Second,22.0,1582.0,126.24,695000.0
3479,Volkswagen,Volkswagen Passat 1.8,12,60000,Petrol,Third,14.0,1798.0,160.0,350000.0
3480,Hyundai,Hyundai Grand i10,8,33496,Petrol,First,18.0,1197.0,81.86,550000.0
3481,Hyundai,Hyundai i20 Asta,7,25000,Petrol,First,18.0,1197.0,81.83,565000.0
3482,Chevrolet,Chevrolet Enjoy TCDi,9,71000,Diesel,First,18.0,1248.0,73.8,325000.0
3483,Skoda,Skoda Rapid 1.6,7,20826,Petrol,First,14.0,1598.0,103.6,772000.0
3484,Hyundai,Hyundai Creta 1.6,6,42244,Diesel,First,19.6,1582.0,126.2,1200000.0
3485,Chevrolet,Chevrolet Beat Diesel,9,98598,Diesel,First,25.4,936.0,57.6,155000.0
3486,Toyota,Toyota Fortuner 3.0,11,62100,Diesel,First,11.0,2982.0,171.0,1075000.0
3487,Hyundai,Hyundai i20 Sportz,6,44238,Petrol,First,18.0,1197.0,81.83,672000.0
3488,Audi,Audi Q7 3.0,10,91743,Diesel,First,12.0,2967.0,241.4,2855000.0
3489,Porsche,Porsche Panamera Diesel,9,19828,Diesel,Second,17.8,2967.0,300.0,7500000.0
3490,Honda,Honda City i,6,36891,Petrol,First,17.0,1497.0,117.3,1049000.0
3491,Mahindra,Mahindra Quanto C4,10,90049,Diesel,First,17.2,1493.0,100.0,380000.0
3492,Audi,Audi A4 2.0,10,74002,Diesel,First,16.5,1968.0,140.0,1850000.0
3493,Hyundai,Hyundai Sonata Transform,9,41000,Petrol,First,12.3,2359.0,198.25,600000.0
3494,Hyundai,Hyundai Verna 1.6,10,83678,Diesel,First,22.3,1582.0,126.32,550000.0
3495,Maruti,Maruti Wagon R,12,91000,Petrol,First,18.0,998.0,67.1,229999.99999999997
3496,Maruti,Maruti Ertiga SHVS,6,50000,Diesel,First,24.5,1248.0,88.5,869999.9999999999
3497,Hyundai,Hyundai Xcent 1.1,7,58000,Diesel,First,24.0,1120.0,71.01,495000.0
3498,Maruti,Maruti Swift VDI,10,80000,Diesel,First,22.0,1248.0,74.0,425000.0
3499,Mahindra,Mahindra XUV500 W6,5,41290,Diesel,Second,16.0,2179.0,140.0,1094000.0
3500,BMW,BMW 5 Series,9,65000,Diesel,First,22.4,1995.0,190.0,2126000.0
3501,Toyota,Toyota Corolla Altis,6,16471,Petrol,Second,14.2,1798.0,138.03,1150000.0
3502,Hyundai,Hyundai i20 Asta,7,54339,Diesel,Second,22.5,1396.0,88.73,600000.0
3503,Mahindra,Mahindra KUV 100,6,24025,Petrol,First,18.1,1198.0,82.0,409999.99999999994
3504,Maruti,Maruti Alto 800,9,24027,Petrol,First,24.0,796.0,47.3,200999.99999999997
3505,Fiat,Fiat Punto EVO,12,59270,Petrol,First,15.0,1172.0,67.0,260000.0
3506,Maruti,Maruti Wagon R,10,40000,Petrol,First,18.0,998.0,67.1,235000.0
3507,Mitsubishi,Mitsubishi Pajero 4X4,10,155566,Diesel,Second,9.0,2835.0,118.6,915000.0
3508,Honda,Honda Brio EX,9,42320,Petrol,First,19.0,1198.0,86.8,290000.0
3509,Hyundai,Hyundai i20 Asta,5,24153,Diesel,Second,22.5,1396.0,88.73,918000.0
3510,Hyundai,Hyundai Creta 1.6,6,27000,Petrol,First,13.0,1591.0,121.3,1145000.0
3511,Maruti,Maruti Alto Green,10,92000,CNG,Second,37.562,796.0,38.4,210000.0
3512,Honda,Honda Amaze S,5,61795,Petrol,First,17.0,1198.0,86.7,553000.0
3513,Mahindra,Mahindra KUV 100,6,13500,Petrol,First,18.1,1198.0,82.0,375000.0
3514,Honda,Honda City i-VTEC,4,4500,Petrol,First,18.0,1497.0,117.3,1250000.0
3515,Mahindra,Mahindra XUV500 AT,5,23000,Diesel,First,16.0,2179.0,140.0,1550000.0
3516,Hyundai,Hyundai Santro GLS,11,65400,Petrol,First,0.0,1086.0,113.2722029281571,210000.0
3517,Mercedes-Benz,Mercedes-Benz New C-Class,9,80578,Diesel,Second,14.8,2143.0,170.0,1450000.0
3518,Renault,Renault Duster 110PS,5,42646,Diesel,First,19.0,1461.0,108.45,1246000.0
3519,Volkswagen,Volkswagen Polo 1.2,8,30000,Petrol,Second,16.4,1198.0,74.0,525000.0
3520,BMW,BMW 5 Series,10,90000,Diesel,First,18.4,1621.5059354622972,113.2722029281571,1450000.0
3521,Mercedes-Benz,Mercedes-Benz S Class,13,98000,Diesel,Second,13.0,2987.0,282.0,2500000.0
3522,Hyundai,Hyundai Santro GLS,10,66400,Petrol,First,0.0,1621.5059354622972,113.2722029281571,266000.0
3523,Jaguar,Jaguar XJ 3.0L,10,50000,Diesel,First,12.0,2993.0,271.23,4500000.0
3524,Maruti,Maruti Swift VDI,7,63310,Diesel,First,28.0,1248.0,74.0,509999.99999999994
3525,Honda,Honda Amaze S,8,66000,Diesel,First,25.0,1498.0,98.6,350000.0
3526,BMW,BMW 3 Series,11,74000,Diesel,Second,16.0,1995.0,181.0,1250000.0
3527,Hyundai,Hyundai Verna 1.4,10,93000,Diesel,First,23.0,1396.0,88.7,555000.0
3528,Toyota,Toyota Fortuner 4x2,7,70000,Diesel,First,11.0,2982.0,169.0,1948000.0
3529,Maruti,Maruti Swift VXI,10,48772,Petrol,First,18.0,1197.0,85.8,391000.0
3530,Chevrolet,Chevrolet Beat LS,12,66000,Petrol,First,18.0,1199.0,79.4,219000.0
3531,Hyundai,Hyundai Grand i10,5,27417,Petrol,First,18.0,1197.0,82.0,689000.0
3532,Ford,Ford Figo Petrol,11,51593,Petrol,Second,15.0,1196.0,70.0,347000.0
3533,Nissan,Nissan Teana 230jM,14,86340,Petrol,Second,9.0,2349.0,113.2722029281571,325000.0
3534,Maruti,Maruti Swift VXI,12,75000,Petrol,First,16.0,1298.0,88.2,285000.0
3535,Audi,Audi A4 35,6,39237,Diesel,First,17.1,1968.0,174.33,2564000.0
3536,Honda,Honda City V,4,11966,Petrol,First,16.0,1497.0,116.3,1027999.9999999999
3537,Honda,Honda Jazz V,7,37000,Petrol,First,18.0,1199.0,88.7,630000.0
3538,Volkswagen,Volkswagen Polo 1.5,8,70920,Diesel,First,20.1,1498.0,88.8,475000.0
3539,Nissan,Nissan Terrano XL,9,65280,Diesel,First,19.8,1461.0,83.14,580000.0
3540,Land,Land Rover Discovery,6,62000,Diesel,First,12.5,2179.0,187.7,4450000.0
3541,Hyundai,Hyundai i20 Magna,8,44525,Petrol,First,18.0,1197.0,82.9,465000.00000000006
3542,Honda,Honda City 1.5,13,86863,Petrol,First,17.0,1497.0,118.0,360000.0
3543,Mahindra,Mahindra XUV500 W10,7,102626,Diesel,First,16.0,2179.0,140.0,1225000.0
3544,Jeep,Jeep Compass 2.0,5,45000,Diesel,First,16.0,1956.0,170.0,2000000.0
3545,Mahindra,Mahindra XUV500 W10,5,22000,Diesel,First,16.0,2179.0,140.0,1600000.0
3546,Mahindra,Mahindra Scorpio VLX,11,108905,Diesel,Second,11.7,2179.0,120.0,621000.0
3547,Datsun,Datsun GO Plus,6,12800,Petrol,First,19.4,1198.0,67.0,325000.0
3548,Mahindra,Mahindra Scorpio S6,6,32000,Diesel,First,15.0,2179.0,120.0,975000.0
3549,Honda,Honda Amaze S,8,39000,Petrol,First,15.0,1198.0,86.7,445000.0
3550,Honda,Honda City i-DTEC,5,42000,Diesel,First,25.0,1498.0,98.6,1200000.0
3551,Tata,Tata Indigo GLE,14,73000,Petrol,First,14.0,1396.0,65.0,80000.0
3552,Hyundai,Hyundai Grand i10,4,48000,Diesel,First,24.0,1186.0,73.97,595000.0
3553,Maruti,Maruti Alto 800,7,18000,CNG,First,46.815999999999995,796.0,40.3,300000.0
3554,Hyundai,Hyundai Verna 1.4,8,19000,Petrol,First,17.4,1396.0,105.5,525000.0
3555,Toyota,Toyota Innova Crysta,3,33598,Diesel,First,13.6,2393.0,147.8,2220000.0
3556,BMW,BMW X1 sDrive20d,10,63000,Diesel,First,17.0,1995.0,184.0,1350000.0
3557,Volkswagen,Volkswagen Jetta 2013-2015,7,48000,Diesel,First,16.9,1968.0,138.03,1350000.0
3558,Ford,Ford Figo Diesel,8,66000,Diesel,First,20.0,1399.0,68.05,347000.0
3559,Mahindra,Mahindra Ssangyong Rexton,9,80000,Diesel,Second,11.1,2696.0,184.0,950000.0
3560,Volkswagen,Volkswagen Vento Petrol,11,37000,Petrol,First,15.0,1598.0,103.6,480000.0
3561,Skoda,Skoda Rapid 1.6,6,35058,Petrol,First,15.0,1598.0,103.52,654000.0
3562,Volkswagen,Volkswagen Polo Petrol,10,52000,Petrol,First,16.4,1198.0,73.9,310000.0
3563,Maruti,Maruti S Cross,7,61313,Diesel,First,23.6,1248.0,88.5,799000.0
3564,Toyota,Toyota Corolla Altis,13,45000,Petrol,Second,14.5,1798.0,138.1,330000.0
3565,Maruti,Maruti Ertiga ZDI,7,74000,Diesel,First,20.7,1248.0,88.8,875000.0
3566,Hyundai,Hyundai i10 Asta,9,89000,Petrol,First,19.0,1197.0,80.0,419000.00000000006
3567,Mercedes-Benz,Mercedes-Benz CLA 200,3,13414,Diesel,First,17.0,2143.0,136.0,3077000.0
3568,Honda,Honda City ZX,16,95000,Petrol,Second,16.0,1497.0,100.0,211000.0
3569,Mahindra,Mahindra KUV 100,4,15900,Petrol,First,18.1,1198.0,82.0,625000.0
3570,Toyota,Toyota Fortuner 3.0,11,151000,Diesel,First,11.0,2982.0,171.0,1140000.0
3571,Honda,Honda City 1.5,11,65000,Petrol,First,17.0,1497.0,118.0,520000.0
3572,Audi,Audi A6 35,5,36824,Diesel,First,18.5,1968.0,187.74,3984000.0000000005
3573,Ford,Ford Figo Diesel,9,65287,Diesel,First,20.0,1399.0,68.05,445000.0
3574,Mercedes-Benz,Mercedes-Benz GLA Class,8,52000,Diesel,First,17.0,2143.0,136.0,1950000.0
3575,Chevrolet,Chevrolet Aveo U-VA,15,33000,Petrol,First,15.2,1150.0,74.9,175000.0
3576,Ford,Ford Figo 2015-2019,6,71000,Diesel,First,25.8,1498.0,99.0,509999.99999999994
3577,Hyundai,Hyundai Elantra CRDi,9,71000,Diesel,First,22.0,1582.0,126.2,680000.0
3578,Maruti,Maruti Baleno Zeta,6,20000,Petrol,First,21.0,1197.0,83.1,574000.0
3579,Maruti,Maruti Swift LXi,12,71000,Petrol,First,16.0,1197.0,85.0,330000.0
3580,Mercedes-Benz,Mercedes-Benz CLS-Class 2006-2010,12,29000,Diesel,First,9.0,3498.0,271.72,3200000.0
3581,BMW,BMW 3 Series,6,27000,Diesel,First,21.7,1995.0,190.0,3500000.0
3582,Maruti,Maruti Dzire AMT,5,19000,Diesel,First,28.0,1248.0,73.75,890000.0
3583,Hyundai,Hyundai Verna 1.6,11,58000,Petrol,Second,17.0,1591.0,121.3,400000.0
3584,Jeep,Jeep Compass 2.0,4,42203,Diesel,First,17.0,1956.0,170.0,1946000.0
3585,Hyundai,Hyundai Sonata Embera,13,94000,Diesel,First,11.0,1991.0,142.0,525000.0
3586,Maruti,Maruti Eeco 5,9,52000,CNG,Second,21.139999999999997,1196.0,73.0,260000.0
3587,Tata,Tata Nexon 1.5,4,4900,Diesel,First,21.0,1497.0,108.5,922000.0000000001
3588,Hyundai,Hyundai EON Era,9,70000,Petrol,First,21.0,814.0,55.2,180000.0
3589,Tata,Tata Indica DLS,17,100000,Diesel,Second,13.0,1405.0,113.2722029281571,130000.0
3590,BMW,BMW 5 Series,7,65266,Diesel,First,14.6,2993.0,258.0,3175000.0
3591,Maruti,Maruti Ertiga VDI,8,54569,Diesel,First,20.7,1248.0,88.76,599000.0
3592,Honda,Honda Amaze E,7,51361,Petrol,First,18.0,1198.0,86.7,494000.00000000006
3593,Ford,Ford Fiesta 1.4,15,125000,Petrol,Third,16.0,1388.0,68.0,150000.0
3594,Honda,Honda Civic 2006-2010,14,66000,Petrol,Third,13.0,1799.0,130.0,325000.0
3595,Maruti,Maruti Wagon R,15,65047,LPG,First,24.22,1061.0,57.5,195000.0
3596,Maruti,Maruti Ertiga ZDI,8,22281,Diesel,First,20.7,1248.0,88.8,650000.0
3597,Hyundai,Hyundai Grand i10,9,63210,Diesel,First,24.0,1120.0,70.0,371000.0
3598,Hyundai,Hyundai Xcent 1.2,4,31000,Petrol,First,20.1,1197.0,81.86,500000.0
