,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
2752,Hyundai,Hyundai EON D,2017,60000,Petrol,First,21.1,814.0,55.2,250000.0
2753,Hyundai,Hyundai i20 Sportz,2013,92408,Petrol,First,18.5,1197.0,82.85,365000.0
2754,Hyundai,Hyundai Verna 1.6,2014,45000,Petrol,First,17.1,1591.0,121.3,750000.0
2755,Honda,Honda Brio S,2013,33793,Petrol,First,18.4,1198.0,86.8,374000.0
2756,Maruti,Maruti Swift VXI,2017,26327,Petrol,First,20.4,1197.0,81.8,586000.0
2757,Mercedes-Benz,Mercedes-Benz New C-Class,2018,20604,Diesel,First,19.27,2143.0,167.62,3961999.9999999995
2758,Maruti,Maruti Swift VDI,2018,61386,Diesel,First,25.2,1248.0,74.0,705000.0
2759,Maruti,Maruti Swift AMT,2018,11500,Diesel,First,28.4,1248.0,74.0,750000.0
2760,Chevrolet,Chevrolet Beat Diesel,2012,58000,Diesel,First,25.44,936.0,57.6,210000.0
2761,Skoda,Skoda Superb Elegance,2014,38000,Petrol,First,13.7,1798.0,157.75,1160000.0
2762,Mercedes-Benz,Mercedes-Benz New C-Class,2012,49000,Diesel,Second,14.84,2143.0,167.62,1925000.0
2763,Toyota,Toyota Innova Crysta,2017,72202,Diesel,First,13.68,2393.0,147.8,1792000.0000000002
2764,Hyundai,Hyundai i10 Sportz,2016,7000,Petrol,First,20.36,1197.0,78.9,360000.0
2765,Honda,Honda Amaze S,2014,20000,Diesel,Second,25.8,1498.0,98.6,450000.0
2766,Hyundai,Hyundai i20 Magna,2017,14061,Diesel,First,21.9,1396.0,88.76,740000.0
2767,Mercedes-Benz,Mercedes-Benz GLE 350d,2018,30706,Diesel,First,11.57,2987.0,254.79,5929000.0
2768,Mahindra,Mahindra Scorpio 2009-2014,2011,51387,Diesel,First,12.05,2179.0,120.0,550000.0
2769,Hyundai,Hyundai Getz GLE,2006,44000,Petrol,Second,15.3,1341.0,83.0,175000.0
2770,Maruti,Maruti Baleno Alpha,2016,12208,Petrol,First,21.4,1197.0,83.1,675000.0
2771,Chevrolet,Chevrolet Optra Magnum,2011,55000,Diesel,First,16.52,1991.0,123.7,395000.0
2772,Hyundai,Hyundai Verna 1.6,2011,61600,Petrol,First,17.1,1591.0,121.3,420000.0
2773,Honda,Honda City 1.5,2016,28414,Petrol,First,17.0,1497.0,118.0,840000.0
2774,Volkswagen,Volkswagen Polo GT,2017,27853,Petrol,First,17.21,1197.0,103.5,825000.0
2775,Honda,Honda Brio E,2013,55116,Petrol,First,19.4,1198.0,86.8,331000.0
2776,Maruti,Maruti Swift Dzire,2017,26000,Diesel,First,26.59,1248.0,74.0,750000.0
2777,Honda,Honda City 1.5,2012,45496,Petrol,First,17.0,1497.0,118.0,475000.0
2778,Mahindra,Mahindra Ssangyong Rexton,2013,76000,Diesel,Second,11.18,2696.0,184.0,878999.9999999999
2779,Skoda,Skoda Superb Elegance,2014,136000,Petrol,First,13.1,1798.0,157.75,950000.0
2780,Hyundai,Hyundai Santro GLS,2009,100000,Petrol,First,0.0,1621.276449941501,113.25304969366827,160000.0
2781,Maruti,Maruti Alto LXi,2010,38127,Petrol,First,19.7,796.0,46.3,155000.0
2782,Hyundai,Hyundai i20 Asta,2014,82450,Diesel,First,23.0,1396.0,90.0,585000.0
2783,Ford,Ford Ecosport 1.5,2014,62497,Petrol,First,15.8,1499.0,110.0,752000.0
2784,Nissan,Nissan Micra Diesel,2011,86732,Diesel,First,23.08,1461.0,63.1,360000.0
2785,Honda,Honda Brio E,2016,27969,Petrol,First,19.4,1198.0,86.8,473000.00000000006
2786,Mahindra,Mahindra Ssangyong Rexton,2013,66372,Diesel,First,11.18,2696.0,184.0,1050000.0
2787,BMW,BMW 7 Series,2013,73525,Diesel,First,16.46,2993.0,258.0,3454000.0
2788,Hyundai,Hyundai Grand i10,2018,20689,Petrol,First,18.9,1197.0,81.86,607000.0
2789,Maruti,Maruti Baleno Delta,2018,25093,Petrol,First,21.4,1197.0,83.1,776000.0
2790,Mahindra,Mahindra Xylo E8,2016,49176,Diesel,First,11.68,2498.0,112.0,746000.0
2791,Renault,Renault Fluence Diesel,2012,87510,Diesel,First,21.8,1461.0,78.0,349000.0
2792,Hyundai,Hyundai i20 1.2,2012,38214,Petrol,Second,18.5,1197.0,80.0,405000.0
2793,Mitsubishi,Mitsubishi Pajero 2.8,2013,48986,Diesel,First,10.5,2835.0,107.2,1188000.0
2794,Toyota,Toyota Corolla Altis,2011,88000,Petrol,First,14.53,1794.0,138.1,645000.0
2795,BMW,BMW X5 X5,2015,69002,Diesel,First,15.97,2993.0,258.0,5000000.0
2796,BMW,BMW 3 Series,2011,43706,Petrol,First,10.9,2497.0,215.0,900000.0
2797,Hyundai,Hyundai Creta 1.6,2016,58671,Diesel,First,17.01,1582.0,126.2,1425000.0
2798,Mahindra,Mahindra TUV 300,2017,49404,Diesel,First,18.49,1493.0,100.0,736000.0
2799,Mahindra,Mahindra Scorpio VLX,2010,72000,Diesel,First,12.05,2179.0,120.0,440000.00000000006
2800,Renault,Renault KWID RXT,2016,24000,Petrol,First,25.17,799.0,53.3,310000.0
2801,Renault,Renault KWID 1.0,2017,53285,Petrol,First,22.5,999.0,67.0,428000.0
2802,Maruti,Maruti Swift VXi,2017,12000,Petrol,First,16.1,1197.0,85.0,550000.0
2803,Skoda,Skoda Laura 1.9,2012,45000,Diesel,First,17.0,1896.0,105.0,699000.0
2804,Maruti,Maruti Alto 800,2018,26234,Petrol,First,24.7,796.0,47.3,429000.0
2805,Maruti,Maruti Swift VXI,2014,55000,Petrol,First,18.6,1197.0,85.8,420000.0
2806,Hyundai,Hyundai i20 1.4,2012,90000,Diesel,First,23.0,1396.0,90.0,411000.00000000006
2807,Audi,Audi Q3 2012-2015,2015,48000,Diesel,First,15.73,1968.0,174.33,1875000.0
2808,Mercedes-Benz,Mercedes-Benz GLE 350d,2017,19863,Diesel,First,11.57,2987.0,254.79,6495000.0
2809,Hyundai,Hyundai i10 Era,2010,55000,Petrol,Second,19.81,1086.0,68.05,159000.0
2810,Maruti,Maruti Wagon R,2016,4800,Petrol,First,20.51,998.0,67.04,360000.0
2811,Honda,Honda City i,2017,38607,Petrol,Second,17.8,1497.0,117.3,787000.0
2812,Hyundai,Hyundai Grand i10,2018,3958,Petrol,First,18.9,1197.0,81.86,555000.0
2813,Honda,Honda City i,2014,74000,Diesel,Second,25.1,1498.0,98.6,640000.0
2814,Maruti,Maruti Swift Dzire,2009,54540,Petrol,Third,17.5,1298.0,85.8,265000.0
2815,Maruti,Maruti Swift Dzire,2015,58400,Petrol,First,17.5,1298.0,85.8,550000.0
2816,Mahindra,Mahindra XUV500 W8,2013,73648,Diesel,First,15.1,2179.0,140.0,731000.0
2817,Maruti,Maruti Ciaz ZDi,2016,83000,Diesel,First,28.09,1248.0,88.5,710000.0
2818,Hyundai,Hyundai Verna 1.6,2016,16159,Diesel,First,22.32,1582.0,126.32,783000.0
2819,Hyundai,Hyundai Accent CRDi,2005,150000,Diesel,First,13.1,1493.0,82.0,85000.0
2820,Honda,Honda Brio S,2014,22100,Petrol,First,19.4,1198.0,86.8,355000.0
2821,Hyundai,Hyundai i20 Active,2017,35043,Petrol,First,17.19,1197.0,81.86,819000.0
2822,BMW,BMW 3 Series,2018,24000,Diesel,First,18.88,1995.0,184.0,2800000.0
2823,Volkswagen,Volkswagen Jetta 2013-2015,2015,480000,Diesel,First,16.96,1968.0,138.03,1300000.0
2824,Volkswagen,Volkswagen Polo Petrol,2011,70000,Petrol,Second,15.26,1598.0,103.5,329000.0
2825,Maruti,Maruti Swift VXi,2015,13769,Petrol,Second,16.1,1197.0,85.0,441000.0
2826,Renault,Renault Duster 110PS,2013,58000,Diesel,First,19.01,1461.0,108.45,499000.0
2827,BMW,BMW X3 xDrive,2009,58000,Diesel,First,18.56,1995.0,190.0,1798000.0
2828,Fiat,Fiat Avventura MULTIJET,2018,18705,Diesel,First,20.5,1248.0,91.72,771000.0
2829,Maruti,Maruti Wagon R,2013,32378,Petrol,First,20.51,998.0,67.04,280000.0
2830,Chevrolet,Chevrolet Sail Hatchback,2013,45000,Diesel,First,22.1,1248.0,76.9,300000.0
2831,Mahindra,Mahindra XUV500 W8,2015,36836,Diesel,First,15.1,2179.0,140.0,1249000.0
2832,Tata,Tata Zest Quadrajet,2016,54199,Diesel,First,23.0,1248.0,88.8,500000.0
2833,BMW,BMW X3 xDrive20d,2017,36935,Diesel,First,18.56,1995.0,190.0,3264000.0
2834,Maruti,Maruti Swift VDI,2015,23000,Diesel,First,25.2,1248.0,74.0,650000.0
2835,BMW,BMW 5 Series,2015,14000,Diesel,First,18.12,1995.0,190.0,3500000.0
2836,Tata,Tata Indigo CS,2015,100073,Diesel,Second,25.0,1396.0,69.01,200000.0
2837,Mahindra,Mahindra XUV500 W8,2015,59182,Diesel,First,15.1,2179.0,140.0,946000.0000000001
2838,Audi,Audi Q7 35,2016,72132,Diesel,Second,12.07,2967.0,241.4,3900000.0
2839,BMW,BMW 5 Series,2009,79000,Diesel,First,18.48,1995.0,177.0,1500000.0
2840,Hyundai,Hyundai Verna 1.6,2013,66930,Petrol,First,17.1,1591.0,121.3,615000.0
2841,Hyundai,Hyundai Santa Fe,2015,100000,Diesel,Second,13.01,2199.0,194.3,1450000.0
2842,Hyundai,Hyundai Santro GLS,2012,43000,Petrol,First,0.0,1621.276449941501,113.25304969366827,325000.0
2843,Maruti,Maruti Wagon R,2018,27413,Petrol,First,20.51,998.0,67.0,518000.0
2844,Maruti,Maruti Wagon R,2007,90000,Petrol,Second,17.3,1061.0,64.0,124000.0
2845,Hyundai,Hyundai i20 Sportz,2013,40300,Petrol,First,18.5,1197.0,82.85,280000.0
2846,Skoda,Skoda Superb Elegance,2011,73783,Petrol,Second,13.7,1798.0,157.75,523000.00000000006
2847,Hyundai,Hyundai Getz GLS,2005,86000,Petrol,Second,15.3,1341.0,83.0,45000.0
2848,Maruti,Maruti Wagon R,2014,65694,Petrol,First,18.9,998.0,67.1,325000.0
2849,Maruti,Maruti Omni MPI,2015,23000,Petrol,First,16.8,796.0,34.2,150000.0
2850,Hyundai,Hyundai i10 Magna,2012,51000,Petrol,First,20.36,1197.0,78.9,285000.0
2851,Renault,Renault KWID 1.0,2018,18335,Petrol,First,21.7,999.0,67.0,450000.0
2852,Mercedes-Benz,Mercedes-Benz B Class,2014,36000,Diesel,First,15.0,2147.0,107.3,1625000.0
2853,Volkswagen,Volkswagen Polo GT,2017,25000,Petrol,First,17.21,1197.0,103.5,775000.0
2854,Mahindra,Mahindra Scorpio VLX,2007,81000,Diesel,Third,12.05,2179.0,120.0,434999.99999999994
2855,Toyota,Toyota Fortuner 2.8,2019,21719,Diesel,First,12.9,2755.0,174.5,3313000.0000000005
2856,Chevrolet,Chevrolet Beat Diesel,2013,75421,Diesel,First,25.44,936.0,56.3,363000.0
2857,Toyota,Toyota Innova 2.5,2010,80000,Diesel,First,12.8,2494.0,102.0,475000.0
2858,Maruti,Maruti Swift Dzire,2018,10671,Petrol,First,20.85,1197.0,83.14,651000.0
2859,Renault,Renault KWID Climber,2018,4126,Petrol,First,21.7,999.0,67.0,480000.0
2860,Tata,Tata Bolt Quadrajet,2017,98500,Diesel,First,22.95,1248.0,74.0,600000.0
2861,Hyundai,Hyundai Grand i10,2016,61578,Petrol,First,18.9,1197.0,82.0,640000.0
2862,Volkswagen,Volkswagen Vento 1.5,2014,54000,Diesel,First,20.34,1498.0,103.2,490000.00000000006
2863,Audi,Audi A6 2011-2015,2013,70998,Diesel,First,17.68,1968.0,174.33,2057000.0
2864,Maruti,Maruti Swift Dzire,2015,40082,Diesel,First,19.3,1248.0,73.9,476000.0
2865,Chevrolet,Chevrolet Spark 1.0,2012,50619,Petrol,First,18.0,995.0,62.0,200000.0
2866,BMW,BMW 3 Series,2009,103905,Diesel,First,22.69,1995.0,190.0,992000.0
2867,Hyundai,Hyundai EON Era,2018,15334,Petrol,First,21.1,814.0,55.2,369000.0
2868,Maruti,Maruti Swift Dzire,2013,69000,Diesel,First,23.4,1248.0,74.0,575000.0
2869,Volkswagen,Volkswagen CrossPolo 1.5,2014,75160,Diesel,First,20.14,1498.0,88.5,570000.0
2870,Honda,Honda Amaze E,2014,44753,Petrol,First,18.0,1198.0,86.7,494000.00000000006
2871,Volkswagen,Volkswagen Vento Petrol,2012,53024,Petrol,First,14.4,1598.0,103.6,429000.0
2872,Maruti,Maruti Wagon R,2014,23840,Petrol,First,20.51,998.0,67.04,300000.0
2873,Volkswagen,Volkswagen Polo 1.5,2014,81298,Diesel,First,20.14,1498.0,88.8,650000.0
2874,Volkswagen,Volkswagen Polo Petrol,2015,59000,Petrol,Second,16.47,1198.0,73.9,490000.00000000006
2875,Honda,Honda Amaze SX,2016,51806,Diesel,First,25.8,1498.0,98.6,540000.0
2876,Audi,Audi A6 35,2014,56000,Diesel,First,18.53,1968.0,187.74,2400000.0
2877,Tata,Tata Tigor 1.05,2019,29279,Diesel,First,24.7,1047.0,69.0,746000.0
2878,Volkswagen,Volkswagen Vento 1.5,2017,33550,Diesel,First,21.5,1498.0,108.5,960000.0
2879,Audi,Audi A6 35,2014,62000,Diesel,First,18.53,1968.0,187.74,2500000.0
2880,Nissan,Nissan Terrano XL,2014,66000,Diesel,First,19.01,1461.0,108.5,680000.0
2881,Skoda,Skoda Rapid 1.5,2016,46630,Diesel,First,21.66,1498.0,103.52,859000.0
2882,Ford,Ford Figo Aspire,2016,72566,Diesel,First,25.83,1498.0,99.0,529000.0
2883,Tata,Tata Venture EX,2011,51482,Diesel,First,15.42,1405.0,70.0,250000.0
2884,Mercedes-Benz,Mercedes-Benz New C-Class,2011,90000,Diesel,First,14.84,2143.0,167.62,1390000.0
2885,Toyota,Toyota Fortuner 4x2,2014,69000,Diesel,Second,13.0,2982.0,168.5,2000000.0
2886,Honda,Honda City 1.5,2011,90000,Petrol,Second,17.0,1497.0,118.0,340000.0
2887,Hyundai,Hyundai i20 Asta,2015,39000,Petrol,First,18.6,1197.0,81.83,550000.0
2888,Volkswagen,Volkswagen Vento Diesel,2012,110000,Diesel,Second,20.54,1598.0,103.6,365000.0
2889,Ford,Ford Endeavour 2.5L,2011,68022,Diesel,First,13.1,2499.0,141.0,586000.0
2890,Ford,Ford EcoSport 1.5,2018,27852,Petrol,First,14.8,1497.0,121.36,1044000.0
2891,Maruti,Maruti Swift VDI,2013,58291,Diesel,First,17.8,1248.0,113.25304969366827,500000.0
2892,Hyundai,Hyundai i20 Sportz,2011,68439,Diesel,First,23.0,1396.0,90.0,337000.0
2893,Toyota,Toyota Innova 2.5,2011,150000,Diesel,First,12.99,2494.0,100.6,695000.0
2894,Tata,Tata Nexon 1.5,2018,14000,Diesel,First,21.5,1497.0,108.5,990000.0
2895,Ford,Ford Figo Diesel,2012,71558,Diesel,First,20.0,1399.0,68.05,330000.0
2896,Porsche,Porsche Panamera Diesel,2013,48000,Diesel,Second,17.85,2967.0,300.0,5050000.0
2897,Hyundai,Hyundai Creta 1.6,2015,65800,Diesel,First,17.01,1582.0,126.2,1250000.0
2898,Audi,Audi A4 2.0,2014,53000,Diesel,First,16.55,1968.0,140.0,2050000.0
2899,Mahindra,Mahindra XUV500 W8,2017,14600,Diesel,First,16.0,2179.0,140.0,1450000.0
2900,Isuzu,Isuzu MUX 4WD,2017,34429,Diesel,First,13.8,2999.0,174.57,2000000.0
2901,Maruti,Maruti Swift Dzire,2014,52000,Diesel,First,23.4,1248.0,74.0,525000.0
2902,Maruti,Maruti Ciaz ZXi,2015,25470,Petrol,First,20.73,1373.0,91.1,590000.0
2903,Hyundai,Hyundai EON Era,2013,22000,Petrol,First,21.1,814.0,55.2,260000.0
2904,Mercedes-Benz,Mercedes-Benz E-Class 280,2007,75000,Diesel,First,11.0,2987.0,198.5,1100000.0
2905,BMW,BMW 5 Series,2011,95995,Diesel,First,18.48,1995.0,177.0,1550000.0
2906,Hyundai,Hyundai Grand i10,2017,26877,Diesel,First,24.0,1186.0,73.97,575000.0
2907,Jaguar,Jaguar XJ 3.0L,2015,26000,Diesel,First,14.47,2993.0,301.73,7500000.0
2908,Maruti,Maruti Swift Ldi,2007,140000,Diesel,Second,17.8,1248.0,75.0,200000.0
2909,Hyundai,Hyundai Santro Xing,2008,95291,Petrol,First,17.92,1086.0,62.1,229999.99999999997
2910,Toyota,Toyota Innova 2.5,2009,135000,Diesel,Second,12.8,2494.0,102.0,819999.9999999999
2911,Hyundai,Hyundai i20 Sportz,2015,32000,Petrol,First,18.6,1197.0,81.83,480000.0
2912,Mercedes-Benz,Mercedes-Benz E-Class 280,2008,68333,Diesel,Second,11.0,2987.0,198.5,850000.0
2913,Ford,Ford Figo Diesel,2011,72000,Diesel,First,20.0,1399.0,68.0,290000.0
2914,Toyota,Toyota Corolla Altis,2012,52100,Diesel,First,21.43,1364.0,86.79,650000.0
2915,Hyundai,Hyundai Grand i10,2018,10000,Petrol,First,18.9,1197.0,81.86,585000.0
2916,Jeep,Jeep Compass 2.0,2019,6261,Diesel,First,16.3,1956.0,170.0,2391000.0
2917,Maruti,Maruti Ignis 1.2,2019,3906,Petrol,First,20.89,1197.0,81.8,736000.0
2918,Toyota,Toyota Fortuner 3.0,2014,55960,Diesel,First,11.5,2982.0,171.0,1725000.0
2919,Volkswagen,Volkswagen Vento Diesel,2013,144000,Diesel,First,20.54,1598.0,103.6,700000.0
2920,Toyota,Toyota Innova Crysta,2017,38000,Diesel,First,13.68,2393.0,147.8,1764999.9999999998
2921,Ford,Ford Figo Diesel,2013,51000,Diesel,First,20.0,1399.0,68.1,250000.0
2922,Toyota,Toyota Platinum Etios,2015,150000,Diesel,First,23.59,1364.0,67.05,600000.0
2923,Mahindra,Mahindra Thar DI,2018,2500,Diesel,First,18.06,2523.0,63.0,825000.0
2924,Land,Land Rover Range,2018,41661,Diesel,First,12.7,2179.0,187.7,4483000.0
2925,BMW,BMW 3 Series,2011,64000,Diesel,First,16.07,1995.0,181.0,1050000.0
2926,Hyundai,Hyundai Accent GLS,2008,80000,Petrol,Second,13.2,1495.0,94.0,190000.0
2927,Maruti,Maruti Celerio ZXI,2016,30000,Petrol,Second,23.1,998.0,67.04,425000.0
2928,Jaguar,Jaguar XF 2.2,2014,43000,Diesel,Second,16.36,2179.0,187.7,2650000.0
2929,Audi,Audi A6 2.7,2013,90000,Diesel,Second,12.4,2698.0,179.5,2250000.0
2930,Nissan,Nissan Micra Diesel,2011,123880,Diesel,First,23.08,1461.0,63.1,330000.0
2931,Honda,Honda Amaze S,2015,42000,Petrol,Second,18.0,1198.0,86.7,430000.0
2932,Renault,Renault Duster 85PS,2012,79824,Diesel,First,19.87,1461.0,83.8,525000.0
2933,Toyota,Toyota Innova 2.5,2015,75000,Diesel,First,12.99,2494.0,100.6,1175000.0
2934,Honda,Honda Amaze E,2014,72411,Petrol,First,18.0,1198.0,86.7,425000.0
2935,Mercedes-Benz,Mercedes-Benz New C-Class,2012,63000,Diesel,First,14.94,2143.0,204.0,1422000.0
2936,Toyota,Toyota Etios Liva,2015,53713,Petrol,First,17.71,1197.0,78.9,420000.0
2937,Toyota,Toyota Innova Crysta,2017,18000,Diesel,First,11.36,2755.0,171.5,1825000.0
2938,Mercedes-Benz,Mercedes-Benz New C-Class,2013,51000,Diesel,First,15.8,2148.0,170.0,1850000.0
2939,Maruti,Maruti Swift VXI,2008,86700,Petrol,Second,16.1,1298.0,88.2,240000.0
2940,Maruti,Maruti Baleno Alpha,2016,29000,Diesel,First,27.39,1248.0,74.0,650000.0
2941,Hyundai,Hyundai Santro Xing,2014,56000,LPG,First,13.45,1086.0,62.1,320000.0
2942,Maruti,Maruti Celerio VXI,2015,33000,Petrol,First,23.1,998.0,67.04,399000.0
2943,Ford,Ford Ecosport 1.5,2014,64394,Diesel,First,22.7,1498.0,89.84,545000.0
2944,Tata,Tata Manza Aura,2010,76000,Diesel,First,18.8,1248.0,90.0,270000.0
2945,Honda,Honda Jazz 1.5,2016,48719,Diesel,First,27.3,1498.0,98.6,625000.0
2946,Mahindra,Mahindra XUV500 W8,2016,59711,Diesel,First,15.1,2179.0,140.0,1328000.0
2947,Nissan,Nissan Micra Diesel,2012,83000,Diesel,First,23.08,1461.0,63.1,370000.0
2948,Mercedes-Benz,Mercedes-Benz New C-Class,2018,10714,Diesel,First,19.27,2143.0,167.62,3951000.0
2949,Tata,Tata Manza Aura,2010,127510,Diesel,Second,19.0,1248.0,90.0,140000.0
2950,Maruti,Maruti Swift VDI,2014,35010,Diesel,First,22.9,1248.0,74.0,350000.0
2951,Maruti,Maruti Swift Dzire,2012,75451,Petrol,First,17.5,1197.0,85.8,378000.0
2952,Tata,Tata Indigo eCS,2015,83000,Diesel,First,19.09,1405.0,69.01,270000.0
2953,Honda,Honda Amaze S,2013,38755,Diesel,First,25.8,1498.0,98.6,320000.0
2954,Maruti,Maruti Swift VXI,2016,30000,Petrol,First,20.4,1197.0,81.8,500000.0
2955,Maruti,Maruti Ertiga ZDI,2012,40000,Diesel,First,20.77,1248.0,88.8,700000.0
2956,Hyundai,Hyundai Grand i10,2014,19500,Petrol,Second,18.9,1197.0,82.0,285000.0
2957,Nissan,Nissan Micra Active,2016,41000,Petrol,First,19.69,1198.0,67.04,425000.0
2958,Hyundai,Hyundai Grand i10,2014,30000,Petrol,Second,18.9,1197.0,82.0,490000.00000000006
2959,Jeep,Jeep Compass 2.0,2017,37000,Diesel,First,17.1,1956.0,170.0,1689999.9999999998
2960,Volkswagen,Volkswagen Polo Diesel,2014,62000,Diesel,Second,22.07,1199.0,73.9,425000.0
2961,Honda,Honda Amaze S,2015,42023,Petrol,First,15.5,1198.0,86.7,434000.0
2962,BMW,BMW X3 xDrive20d,2012,51001,Diesel,First,16.09,1995.0,184.0,1700000.0
2963,BMW,BMW 3 Series,2017,55389,Diesel,First,18.88,1995.0,184.0,2845000.0
2964,Honda,Honda City V,2014,46728,Petrol,First,15.6,1497.0,116.3,615000.0
2965,Mahindra,Mahindra Ssangyong Rexton,2014,58995,Diesel,First,12.83,2696.0,162.0,925000.0
2966,Maruti,Maruti Swift Dzire,2015,37857,Diesel,First,26.59,1248.0,74.0,484999.99999999994
2967,Maruti,Maruti Swift VDI,2014,71000,Diesel,First,25.2,1248.0,74.0,480000.0
2968,Honda,Honda Brio S,2012,49024,Petrol,First,18.4,1198.0,86.8,229999.99999999997
2969,Hyundai,Hyundai Grand i10,2016,10770,Petrol,First,18.9,1197.0,82.0,475000.0
2970,Tata,Tata Zest Quadrajet,2017,72000,Diesel,First,22.95,1248.0,74.0,500000.0
2971,Hyundai,Hyundai EON Era,2015,91000,Petrol,First,21.1,814.0,55.2,250000.0
2972,Hyundai,Hyundai i20 1.2,2017,14000,Petrol,First,18.6,1197.0,81.83,595000.0
2973,Volvo,Volvo S60 D4,2014,48000,Diesel,Second,9.0,1984.0,181.0,1600000.0
2974,Ford,Ford Ecosport 1.5,2014,75136,Diesel,First,22.7,1498.0,89.84,615000.0
2975,Maruti,Maruti Ritz VXI,2014,32500,Petrol,Second,21.1,1197.0,85.8,405000.0
2976,Hyundai,Hyundai i20 1.4,2010,94500,Diesel,Second,21.9,1396.0,90.0,310000.0
2977,Maruti,Maruti Dzire VXI,2013,34900,Petrol,First,22.0,1197.0,81.8,549000.0
2978,Porsche,Porsche Panamera 2010,2010,42400,Petrol,Third,8.0,4806.0,394.3,4291000.0
2979,Maruti,Maruti Swift VDi,2015,50000,Diesel,First,17.8,1248.0,75.0,570000.0
2980,Honda,Honda Brio S,2014,35000,Petrol,First,19.4,1198.0,86.8,285000.0
2981,Chevrolet,Chevrolet Beat LS,2012,37000,Petrol,Second,18.6,1199.0,79.4,235000.0
2982,Hyundai,Hyundai Creta 1.6,2018,32807,Petrol,First,13.0,1591.0,121.3,1476000.0
2983,Honda,Honda City ZX,2008,119000,Petrol,Second,17.7,1497.0,78.0,225000.0
2984,Maruti,Maruti Ritz LXi,2016,12000,Petrol,First,18.5,1197.0,85.8,365000.0
2985,Ford,Ford EcoSport 1.5,2016,46727,Diesel,First,22.77,1498.0,98.59,725000.0
2986,BMW,BMW 3 Series,2010,73336,Diesel,First,13.2,1995.0,170.0,1069000.0
2987,Hyundai,Hyundai Verna 1.6,2014,9000,Petrol,Second,17.01,1591.0,121.3,550000.0
2988,Toyota,Toyota Innova 2.5,2005,240000,Diesel,Fourth & Above,12.8,2494.0,102.0,509999.99999999994
2989,Maruti,Maruti Wagon R,2014,25422,Petrol,First,22.5,998.0,67.04,325000.0
2990,Maruti,Maruti Ertiga VDI,2018,14000,Diesel,First,25.47,1248.0,88.5,925000.0
2991,Maruti,Maruti Alto LXi,2008,66000,Petrol,First,19.7,796.0,46.3,170000.0
2992,Maruti,Maruti A-Star Vxi,2010,55324,Petrol,First,19.0,998.0,66.1,287000.0
2993,BMW,BMW X5 3.0d,2009,90000,Diesel,First,11.0,2993.0,235.0,1775000.0
2994,Mahindra,Mahindra KUV 100,2017,43000,Petrol,First,18.15,1198.0,82.0,450000.0
2995,Hyundai,Hyundai i10 Magna,2008,58483,Petrol,Second,19.2,1197.0,80.0,295000.0
2996,Honda,Honda Civic 2006-2010,2007,93000,Petrol,Second,12.9,1799.0,130.0,260000.0
2997,Hyundai,Hyundai i10 Sportz,2010,50000,Petrol,First,20.36,1197.0,78.9,300000.0
2998,Mercedes-Benz,Mercedes-Benz New C-Class,2014,78616,Diesel,Second,14.84,2143.0,170.0,1550000.0
2999,Toyota,Toyota Etios G,2011,37000,Petrol,First,17.6,1496.0,88.73,280000.0
3000,Honda,Honda City 1.5,2010,54801,Petrol,First,17.0,1497.0,118.0,250000.0
3001,Maruti,Maruti Swift Dzire,2014,29000,Diesel,First,23.4,1248.0,74.0,575000.0
3002,Maruti,Maruti Swift VXI,2010,68000,Petrol,First,22.0,1197.0,81.8,280000.0
3003,Hyundai,Hyundai Verna 1.6,2014,58000,Petrol,First,17.01,1591.0,121.3,459000.0
3004,Maruti,Maruti Ritz VDi,2012,64290,Diesel,First,23.2,1248.0,73.94,365000.0
3005,Toyota,Toyota Fortuner 4x2,2015,31000,Diesel,First,13.0,2982.0,168.5,1985000.0000000002
3006,Jeep,Jeep Compass 2.0,2018,16039,Diesel,First,17.1,1956.0,170.0,1850000.0
3007,Hyundai,Hyundai i20 Asta,2017,19860,Petrol,First,18.6,1197.0,81.83,695000.0
3008,Maruti,Maruti Wagon R,2014,48500,CNG,Second,26.6,998.0,58.16,285000.0
3009,Tata,Tata New Safari,2012,75391,Diesel,First,13.93,2179.0,138.0,375000.0
3010,Maruti,Maruti Swift Dzire,2008,78000,Diesel,Second,19.3,1248.0,73.9,229999.99999999997
3011,Tata,Tata Indigo eCS,2016,78000,Diesel,First,25.0,1396.0,69.01,229999.99999999997
3012,Maruti,Maruti Swift LDI,2016,52000,Diesel,First,28.4,1248.0,74.0,595000.0
3013,Maruti,Maruti Celerio VXI,2016,30000,Petrol,First,23.1,998.0,67.04,349000.0
3014,BMW,BMW 5 Series,2016,19254,Diesel,First,14.69,2993.0,258.0,4770000.0
3015,Volkswagen,Volkswagen Polo 1.2,2015,29651,Petrol,First,16.47,1198.0,74.0,643000.0
3016,Tata,Tata Safari DICOR,2011,80000,Diesel,First,13.93,2179.0,138.03,450000.0
3017,Mini,Mini Cooper S,2018,2971,Petrol,First,13.6,1598.0,181.0,3975000.0
3018,Ford,Ford Figo Petrol,2015,21400,Petrol,First,15.6,1196.0,70.0,400000.0
3019,Honda,Honda City i,2015,77000,Diesel,First,26.0,1498.0,98.6,698000.0
3020,Hyundai,Hyundai Tucson CRDi,2006,80000,Diesel,Second,12.6,1991.0,112.0,175000.0
